matchid,date,surface,player1_name,player2_name,target,elo_diff,surface_elo_diff,fatigue_diff,odds_diff,h2h_wins_diff,win_pct_3m_diff,dominance_roll_diff,recent_matches_30d_diff,days_since_last_diff,tournament_strength,ace_pct_diff,df_pct_diff,first_serve_pct_diff,first_serve_win_pct_diff,second_serve_win_pct_diff,bp_saved_pct_diff,avgw,avgl,implied_prob_w,implied_prob_l,model_prob_p1,model_prob_p2,implied_prob_p1,implied_prob_p2,prob_diff_p1,prob_diff_p2
23317,2024-04-27,Clay,Roberto Carballes Baena,Alexander Bublik,0,-95.9,-71.0,65.23,-1.49,0,-9.15,-10.03,8,-18,4,-8.22,-4.9,5.74,-12.55,5.56,2.86,2.245,0.755,0.4454342984409799,1.3245033112582782,0.1262776,0.87372243,1.3245033112582782,0.4454342984409799,-1.1982257154998401,0.42828813560290435
23318,2024-04-27,Clay,Grigor Dimitrov,Jakub Mensik,0,102.57,18.2,-34.45,-1.95,0,5.0,-5.85,5,14,4,-4.65,1.78,9.09,5.66,-10.99,-44.64,2.475,0.525,0.40404040404040403,1.9047619047619047,0.41490617,0.58509386,1.9047619047619047,0.40404040404040403,-1.4898557308174314,0.1810534518174451
23312,2024-04-27,Clay,Jannik Sinner,Lorenzo Sonego,1,293.52,139.86,-22.06,-10.43,4,52.02,-7.63,0,12,4,2.49,-2.27,9.96,32.36,22.65,-42.86,6.715,-3.715,0.14892032762472077,-0.2691790040376851,0.99766135,0.0023386478,0.14892032762472077,-0.2691790040376851,0.848741024532872,0.2715176518800923
23321,2024-04-27,Clay,Nicolas Jarry,Flavio Cobolli,0,26.04,-103.21,-32.21,-1.0,-1,0.0,19.5,-1,8,4,4.15,-0.11,3.46,-10.12,-8.33,-5.05,2.0,1.0,0.5,1.0,0.0075382856,0.99246174,1.0,0.5,-0.9924617144279182,0.4924617409706116
23324,2024-04-27,Clay,Miomir Kecmanovic,Casper Ruud,0,-189.49,-217.85,-19.7,4.05,0,-40.85,-4.33,-7,-4,4,-7.55,-3.77,7.36,-19.59,-16.88,-23.81,3.525,-0.5249999999999999,0.28368794326241137,-1.904761904761905,0.00081111706,0.9991889,-1.904761904761905,0.28368794326241137,1.9055730218228533,0.7155009567314852
23320,2024-04-27,Clay,Adrian Mannarino,Felix Auger Aliassime,0,-123.88,-74.42,-72.42,4.72,1,-18.06,-8.69,-6,32,4,-4.7,-6.98,1.0,-31.33,-21.05,42.86,3.86,-0.8599999999999999,0.2590673575129534,-1.1627906976744187,0.00089218444,0.99910784,-1.1627906976744187,0.2590673575129534,1.1636828821163279,0.7400404801640486
23314,2024-04-27,Clay,Jordan Thompson,Pavel Kotov,0,-36.98,-79.17,-12.68,0.48,0,17.71,2.39,-1,7,4,5.31,-1.79,-6.82,-3.08,8.8,-2.1,1.74,1.26,0.5747126436781609,0.7936507936507936,0.45202652,0.5479735,0.7936507936507936,0.5747126436781609,-0.34162427745168167,-0.026739130074950435
23313,2024-04-27,Clay,Pedro Cachin,Frances Tiafoe,1,-387.29,-364.21,33.01,1.07,1,-46.03,-5.27,-1,-18,4,5.27,-2.97,11.21,0.05,-3.06,-9.52,2.035,0.965,0.49140049140049136,1.0362694300518136,0.50285614,0.49714386,0.49140049140049136,1.0362694300518136,0.01145564396785581,-0.5391255654201608
23310,2024-04-27,Clay,Max Purcell,Sebastian Korda,0,-202.22,-40.14,30.75,4.33,0,-9.79,3.38,0,-6,4,-7.36,-2.38,-4.55,-34.32,-15.43,62.5,3.665,-0.665,0.2728512960436562,-1.5037593984962405,0.0007502117,0.9992498,-1.5037593984962405,0.2728512960436562,1.5045096102040225,0.7263985198972007
23309,2024-04-27,Clay,Stefanos Tsitsipas,Thiago Monteiro,0,409.61,279.36,54.29,-4.52,0,1.19,2.3,10,4,4,-0.57,1.47,-26.94,-9.7,-3.3,-33.33,3.76,-0.7599999999999998,0.26595744680851063,-1.3157894736842108,0.007019698,0.9929803,-1.3157894736842108,0.26595744680851063,1.322809171838392,0.7270228545716468
23311,2024-04-27,Clay,Jiri Lehecka,Hamad Medjedovic,1,116.81,115.42,-39.86,-0.24,-1,-45.45,-1.99,-1,32,4,0.76,0.35,-1.25,19.74,10.07,22.22,1.62,1.38,0.6172839506172839,0.7246376811594204,0.99828315,0.0017168522,0.6172839506172839,0.7246376811594204,0.38099919719460573,-0.72292082897131
23319,2024-04-27,Clay,Karen Khachanov,Roberto Bautista Agut,1,58.32,66.03,-71.16,-1.33,-2,16.74,6.35,-4,13,4,8.3,-1.05,-6.41,1.11,13.33,75.0,2.165,0.835,0.4618937644341801,1.1976047904191618,0.93647254,0.063527465,0.4618937644341801,1.1976047904191618,0.4745787706991817,-1.1340773255525236
23323,2024-04-27,Clay,Joao Fonseca,Cameron Norrie,0,-120.06,-104.88,34.19,0.95,0,1.71,-10.19,1,-6,4,4.27,-1.66,1.06,-18.5,-13.39,-60.0,1.975,1.025,0.5063291139240506,0.9756097560975611,0.0017229313,0.99827707,0.9756097560975611,0.5063291139240506,-0.9738868248177602,0.491947954214072
23315,2024-04-27,Clay,Alex De Minaur,Rafael Nadal,0,-282.57,-127.16,-17.0,-0.67,-1,7.24,0.81,3,7,4,2.99,1.25,-6.91,-5.2,-0.77,-30.0,1.835,1.165,0.5449591280653951,0.8583690987124464,0.037112564,0.9628874,0.8583690987124464,0.5449591280653951,-0.8212565348639509,0.417928278283787
23328,2024-04-28,Clay,Hubert Hurkacz,Daniel Altmaier,1,370.56,226.78,-32.93,-2.16,0,31.54,10.11,2,0,4,8.27,-1.32,-10.78,14.48,4.08,30.0,2.58,0.41999999999999993,0.38759689922480617,2.3809523809523814,0.98938936,0.01061064,0.38759689922480617,2.3809523809523814,0.6017924607262131,-2.3703417409034007
23327,2024-04-28,Clay,Alejandro Davidovich Fokina,Andrey Rublev,0,-209.82,-75.9,9.56,1.19,-3,-6.66,-10.57,0,0,4,-3.18,2.16,3.41,-3.94,-25.0,-11.9,2.0949999999999998,0.905,0.4773269689737471,1.1049723756906078,0.0039757784,0.99602425,1.1049723756906078,0.4773269689737471,-1.1009965973381386,0.5186972820104447
23325,2024-04-28,Clay,Ugo Humbert,Jan Lennard Struff,0,67.94,-63.55,-29.8,0.63,-1,10.23,0.38,-2,0,4,-2.17,-7.94,16.62,-1.47,-22.41,50.0,1.815,1.185,0.5509641873278237,0.8438818565400843,0.121761136,0.87823886,0.8438818565400843,0.5509641873278237,-0.7221207207831148,0.32727466946462624
23331,2024-04-28,Clay,Francisco Cerundolo,Tommy Paul,1,-143.98,112.96,11.16,-0.47,0,-25.0,-8.61,5,0,4,0.81,3.8,-0.3,8.45,1.96,16.88,1.7349999999999999,1.2650000000000001,0.5763688760806917,0.7905138339920947,0.9640938,0.035906196,0.5763688760806917,0.7905138339920947,0.3877249282787444,-0.7546076383515308
23330,2024-04-28,Clay,Taylor Fritz,Sebastian Baez,1,156.37,-5.86,-1.21,-1.03,4,-4.76,14.37,3,0,4,25.0,0.39,-1.97,30.53,6.36,-57.14,2.015,0.985,0.4962779156327543,1.015228426395939,0.9974744,0.0025256276,0.4962779156327543,1.015228426395939,0.501196456754178,-1.0127027987828714
23326,2024-04-28,Clay,Holger Rune,Tallon Griekspoor,0,183.86,56.45,28.76,-1.38,-1,9.53,-7.43,3,0,4,-1.19,-0.48,1.9,-18.08,-4.61,16.67,2.19,0.81,0.4566210045662101,1.2345679012345678,0.007666393,0.9923336,1.2345679012345678,0.4566210045662101,-1.226901508051396,0.5357125864181345
23329,2024-04-28,Clay,Thiago Seyboth Wild,Carlos Alcaraz,0,-564.7,-349.96,47.44,6.51,0,-21.18,7.58,3,0,4,0.57,6.02,-13.29,-20.43,-14.52,-16.67,4.755,-1.755,0.2103049421661409,-0.5698005698005698,0.0018005566,0.99819946,-0.5698005698005698,0.2103049421661409,0.5716011263513036,0.7878945207244841
23332,2024-04-28,Clay,Denis Shapovalov,Alexander Zverev,0,-359.32,-154.04,19.14,3.68,-1,-23.81,5.42,-2,0,4,-10.85,4.15,-14.38,-11.45,-21.59,28.57,3.34,-0.3400000000000001,0.29940119760479045,-2.9411764705882346,0.002672354,0.9973276,-2.9411764705882346,0.29940119760479045,2.9438488245804733,0.6979264281467049
23333,2024-04-29,Clay,Alexander Bublik,Ben Shelton,1,-36.9,-44.29,8.4,1.77,1,-8.33,-8.87,-3,0,4,-0.04,7.72,3.94,7.08,-8.28,7.5,2.385,0.615,0.41928721174004197,1.6260162601626016,0.8463463,0.15365368,0.41928721174004197,1.6260162601626016,0.4270591069817293,-1.4723625788843728
23339,2024-04-29,Clay,Pavel Kotov,Jannik Sinner,0,-354.38,-21.77,58.4,15.51,0,-40.48,0.42,1,0,4,-5.26,4.92,-10.93,-18.11,0.78,3.85,9.254999999999999,-6.255,0.10804970286331714,-0.1598721023181455,0.0092580365,0.99074197,-0.1598721023181455,0.10804970286331714,0.16913013881985114,0.8826922652915901
23337,2024-04-29,Clay,Felix Auger Aliassime,Jakub Mensik,1,15.65,-13.61,8.07,0.0,0,-14.84,-2.8,5,0,4,14.29,-5.56,1.59,61.67,18.06,0.0,1.5,1.5,0.6666666666666666,0.6666666666666666,0.9989843,0.0010157228,0.6666666666666666,0.6666666666666666,0.33231761058171594,-0.6656509439150492
23340,2024-04-29,Clay,Karen Khachanov,Flavio Cobolli,1,187.87,116.07,-27.22,-1.81,0,19.28,11.91,0,0,4,-1.77,-5.22,8.57,18.74,9.84,-33.33,2.4050000000000002,0.595,0.41580041580041577,1.680672268907563,0.99501145,0.004988551,0.41580041580041577,1.680672268907563,0.5792110330597526,-1.6756837177677315
23336,2024-04-29,Clay,Rafael Nadal,Pedro Cachin,1,729.91,481.01,-8.35,-4.16,0,55.0,-4.23,0,0,4,-2.46,-2.46,16.98,11.7,-2.21,-16.67,3.58,-0.5800000000000001,0.27932960893854747,-1.7241379310344827,0.98300165,0.01699835,0.27932960893854747,-1.7241379310344827,0.7036720404411827,1.7411362816547524
23334,2024-04-29,Clay,Jiri Lehecka,Thiago Monteiro,1,190.45,123.23,-15.87,-0.88,2,-21.67,-1.89,-1,0,4,10.81,1.81,-2.83,8.04,6.5,0.0,1.94,1.06,0.5154639175257733,0.9433962264150942,0.93695825,0.06304175,0.5154639175257733,0.9433962264150942,0.4214943358578632,-0.8803544797987307
23335,2024-04-29,Clay,Sebastian Korda,Daniil Medvedev,0,-305.32,36.54,-8.96,1.08,0,-27.78,-0.3,1,0,4,6.84,-0.86,-7.96,-7.13,8.24,-21.82,2.04,0.96,0.49019607843137253,1.0416666666666667,0.12890103,0.871099,1.0416666666666667,0.49019607843137253,-0.9127656320730846,0.3809029167773677
23338,2024-04-29,Clay,Cameron Norrie,Casper Ruud,0,-86.27,-113.05,-14.34,3.38,-2,-22.86,-5.11,-9,0,4,-0.46,1.89,2.46,-15.64,-37.5,21.21,3.19,-0.18999999999999995,0.31347962382445144,-5.263157894736843,0.0013825347,0.9986175,-5.263157894736843,0.31347962382445144,5.264540429478267,0.6851378464399833
23346,2024-04-30,Clay,Jannik Sinner,Karen Khachanov,1,165.81,-10.76,-13.51,-2.7,2,17.23,-4.84,1,0,4,-3.64,3.53,0.36,12.42,-11.54,83.33,2.85,0.1499999999999999,0.3508771929824561,6.6666666666666705,0.98278296,0.01721704,0.3508771929824561,6.6666666666666705,0.6319057669555932,-6.64944962660472
23342,2024-04-30,Clay,Tallon Griekspoor,Andrey Rublev,0,-264.94,-65.35,8.9,1.31,-2,3.75,9.48,1,0,4,-8.08,-0.57,-4.81,-33.56,3.75,57.14,2.1550000000000002,0.845,0.4640371229698375,1.183431952662722,0.003998519,0.9960015,1.183431952662722,0.4640371229698375,-1.179433433741287,0.5319643590400502
23344,2024-04-30,Clay,Francisco Cerundolo,Alexander Zverev,1,-401.05,-182.37,17.8,3.27,0,-15.48,-10.71,1,0,4,-0.4,1.56,-12.81,8.57,9.09,66.67,3.135,-0.135,0.3189792663476874,-7.4074074074074066,0.99234277,0.00765723,0.3189792663476874,-7.4074074074074066,0.6733635037519525,7.415064637307767
23348,2024-04-30,Clay,Rafael Nadal,Jiri Lehecka,0,348.33,115.15,51.34,0.05,0,18.46,-9.06,3,0,4,-7.99,1.24,-9.66,-20.95,13.16,-40.0,1.525,1.475,0.6557377049180328,0.6779661016949152,0.014692909,0.9853071,0.6779661016949152,0.6557377049180328,-0.6632731926106548,0.3295693925169647
23347,2024-04-30,Clay,Casper Ruud,Felix Auger Aliassime,0,80.24,136.29,0.38,-2.53,2,20.65,-3.7,7,0,4,3.99,-5.8,22.52,-18.73,19.23,-4.17,2.7649999999999997,0.2350000000000001,0.36166365280289337,4.255319148936168,0.5514648,0.4485352,4.255319148936168,0.36166365280289337,-3.703854352869884,0.08687155113082246
23341,2024-04-30,Clay,Daniil Medvedev,Alexander Bublik,1,323.42,7.19,11.45,-3.48,4,10.53,-4.19,1,0,4,-2.47,-1.86,0.13,-4.17,26.43,25.0,3.24,-0.24,0.30864197530864196,-4.166666666666667,0.984045,0.015954971,0.30864197530864196,-4.166666666666667,0.6754030533778814,4.1826216379801435
23343,2024-04-30,Clay,Taylor Fritz,Hubert Hurkacz,1,22.84,15.21,19.62,-0.11,0,-2.68,-5.48,-2,0,4,1.12,0.25,-2.48,18.11,10.97,-80.0,1.555,1.445,0.6430868167202572,0.6920415224913494,0.98835796,0.011642039,0.6430868167202572,0.6920415224913494,0.3452711444575687,-0.6803994836691754
23345,2024-04-30,Clay,Carlos Alcaraz,Jan Lennard Struff,1,364.24,41.14,-37.36,-3.69,1,16.54,-10.71,-7,0,4,-7.42,-0.83,2.19,-18.74,26.25,30.0,3.3449999999999998,-0.345,0.29895366218236175,-2.8985507246376816,0.36421022,0.63578975,0.29895366218236175,-2.8985507246376816,0.0652565560087851,3.5343404766442124
23350,2024-05-01,Clay,Francisco Cerundolo,Taylor Fritz,0,-213.95,-116.42,12.84,1.05,1,-15.03,-14.99,0,0,4,-5.33,4.0,9.33,-14.68,-2.82,0.0,2.025,0.975,0.4938271604938272,1.0256410256410258,0.036769256,0.9632307,1.0256410256410258,0.4938271604938272,-0.9888717696452753,0.4694035686092612
23349,2024-05-01,Clay,Andrey Rublev,Carlos Alcaraz,1,-100.54,-2.27,-22.2,2.9,-1,-23.53,7.07,2,0,4,4.58,-0.14,4.05,20.04,-25.38,10.58,2.95,0.050000000000000044,0.3389830508474576,19.999999999999982,0.86724055,0.13275945,0.3389830508474576,19.999999999999982,0.5282574972863925,-19.867240548133832
23352,2024-05-02,Clay,Daniil Medvedev,Jiri Lehecka,0,284.89,-26.24,5.45,-0.88,1,15.71,-4.7,2,0,4,-5.3,3.03,3.03,-28.53,-2.5,66.67,1.94,1.06,0.5154639175257733,0.9433962264150942,0.0024863216,0.99751365,0.9433962264150942,0.5154639175257733,-0.940909904805627,0.4820497343220661
23353,2024-05-03,Clay,Andrey Rublev,Taylor Fritz,1,65.53,33.82,-6.45,-0.63,-2,-11.11,-3.8,-3,0,4,-6.7,4.92,20.09,13.38,-17.14,16.67,1.815,1.185,0.5509641873278237,0.8438818565400843,0.896718,0.103281975,0.5509641873278237,0.8438818565400843,0.3457538378796958,-0.7405998817476038
23354,2024-05-03,Clay,Felix Auger Aliassime,Jiri Lehecka,1,48.5,0.64,-6.44,0.37,-1,-6.67,2.2,5,0,4,33.33,0.0,-18.95,13.33,0.0,-100.0,1.685,1.315,0.5934718100890207,0.7604562737642586,0.58994406,0.41005594,0.5934718100890207,0.7604562737642586,-0.0035277454718637413,-0.3504003383814156
23355,2024-05-05,Clay,Felix Auger Aliassime,Andrey Rublev,0,-123.33,-52.25,-20.25,1.99,-3,1.84,4.77,3,0,4,3.69,-1.43,1.26,-5.62,-24.1,22.73,2.495,0.505,0.4008016032064128,1.9801980198019802,0.008756606,0.9912434,1.9801980198019802,0.4008016032064128,-1.9714414138937055,0.5904418188249898
23365,2024-05-08,Clay,Christopher Eubanks,Terence Atmane,0,-240.63,-0.68,5.31,1.03,0,16.67,20.5,1,-56,4,2.88,-3.38,1.82,-6.53,-11.11,-28.57,2.015,0.985,0.4962779156327543,1.015228426395939,0.011746167,0.98825383,1.015228426395939,0.4962779156327543,-1.003482259190665,0.491975916230649
23357,2024-05-08,Clay,Jakub Mensik,Yannick Hanfmann,0,150.52,125.09,19.33,-0.62,1,26.67,8.73,-1,-4,4,7.29,8.0,-16.76,-16.59,-18.91,-28.57,1.81,1.19,0.5524861878453039,0.8403361344537815,0.0011771248,0.99882287,0.8403361344537815,0.5524861878453039,-0.8391590096582776,0.4463366800250269
23360,2024-05-08,Clay,Luciano Darderi,Denis Shapovalov,1,3.02,12.11,-16.17,-0.55,-1,23.04,-7.28,-1,2,4,0.76,-7.7,-0.99,-5.52,14.15,21.21,1.775,1.225,0.5633802816901409,0.8163265306122448,0.66456825,0.33543175,0.5633802816901409,0.8163265306122448,0.10118796372077832,-0.480894776023164
23362,2024-05-08,Clay,Flavio Cobolli,Maximilian Marterer,1,162.79,154.96,33.92,-1.48,0,46.67,-15.43,3,-13,4,2.28,0.13,-4.14,22.86,8.82,-42.86,2.24,0.76,0.4464285714285714,1.3157894736842106,0.995522,0.0044779778,0.4464285714285714,1.3157894736842106,0.5490934508187431,-1.311311495931525
23364,2024-05-08,Clay,Fabian Marozsan,Alexander Shevchenko,0,54.72,13.7,0.59,-1.33,0,23.11,-0.75,1,0,4,-4.44,3.45,-1.88,-17.14,-27.11,33.33,2.165,0.835,0.4618937644341801,1.1976047904191618,0.0006582167,0.9993418,1.1976047904191618,0.4618937644341801,-1.1969465737075624,0.5374480214735653
23356,2024-05-08,Clay,Zhizhen Zhang,Daniel Elahi Galan,1,-99.42,249.41,-6.4,-0.16,-1,0.77,9.04,1,0,4,-1.15,2.74,11.54,-1.55,16.67,45.83,1.58,1.42,0.6329113924050632,0.7042253521126761,0.983051,0.016948998,0.6329113924050632,0.7042253521126761,0.350139609620541,-0.6872763541382804
23359,2024-05-08,Clay,Pedro Martinez,Nuno Borges,0,-63.75,-96.97,-8.5,-0.01,0,32.14,-14.0,0,5,4,-4.67,-0.11,17.71,-7.89,-0.87,-13.33,1.505,1.495,0.6644518272425249,0.6688963210702341,0.13216615,0.86783385,0.6688963210702341,0.6644518272425249,-0.5367301738381784,0.2033820255254194
23366,2024-05-08,Clay,Diego Schwartzman,Aleksandar Vukic,0,194.76,259.06,-9.97,-0.95,0,-33.33,-24.32,-2,8,4,-4.93,-1.37,2.34,-10.61,-13.81,-80.0,1.975,1.025,0.5063291139240506,0.9756097560975611,0.0040015513,0.99599844,0.9756097560975611,0.5063291139240506,-0.9716082047898232,0.4896693282489536
23363,2024-05-08,Clay,Thiago Monteiro,Gael Monfils,1,-221.23,-29.92,23.46,-0.48,1,8.78,5.91,0,-5,4,7.07,-5.66,23.74,11.49,17.86,60.0,1.74,1.26,0.5747126436781609,0.7936507936507936,0.9985831,0.0014169216,0.5747126436781609,0.7936507936507936,0.42387043470623853,-0.792233872035193
23358,2024-05-08,Clay,Sebastian Ofner,Yoshihito Nishioka,0,-152.15,-204.35,-3.94,-0.5,0,6.35,6.8,3,0,4,9.69,1.36,-5.1,11.51,-3.75,-6.67,1.75,1.25,0.5714285714285714,0.8,0.8244231,0.17557693,0.8,0.5714285714285714,0.024423074722289995,-0.39585164615086144
23361,2024-05-08,Clay,Pavel Kotov,Alex Michelsen,1,-69.02,6.15,26.97,-1.33,0,3.29,1.27,1,-4,4,9.3,-6.0,6.42,21.69,41.48,-37.5,2.165,0.835,0.4618937644341801,1.1976047904191618,0.99944776,0.00055223703,0.4618937644341801,1.1976047904191618,0.5375539985319759,-1.1970525533853178
23368,2024-05-09,Clay,Rinky Hijikata,Jaume Munar,0,111.85,155.62,-7.12,5.91,0,10.0,6.15,-4,23,4,-0.46,-0.31,-3.33,-16.42,-2.17,7.14,4.455,-1.455,0.2244668911335578,-0.6872852233676976,0.01184915,0.98815084,-0.6872852233676976,0.2244668911335578,0.699134373429305,0.7636839439036737
23383,2024-05-09,Clay,Fabio Fognini,Daniel Evans,1,32.51,125.26,0.0,-0.87,-1,40.0,-8.23,-1,10,4,-0.71,2.8,0.01,17.91,-12.46,16.67,1.935,1.065,0.5167958656330749,0.9389671361502347,0.96036404,0.039635956,0.5167958656330749,0.9389671361502347,0.4435681780795411,-0.8993311798628507
23371,2024-05-09,Clay,Francesco Passaro,Arthur Rinderknech,1,8.17,-65.22,0.0,0.62,0,-20.0,-20.03,-2,9,4,0.85,-3.42,1.71,-9.41,19.57,15.0,1.81,1.19,0.5524861878453039,0.8403361344537815,0.8201207,0.17987931,0.5524861878453039,0.8403361344537815,0.2676345044078089,-0.6604568267068943
23384,2024-05-09,Clay,Alexandre Muller,Marton Fucsovics,1,-311.35,-303.81,0.0,0.9,0,-38.1,-4.06,-3,4,4,-1.26,-0.04,11.42,-5.81,8.49,-57.14,1.95,1.05,0.5128205128205129,0.9523809523809523,0.4429338,0.5570662,0.5128205128205129,0.9523809523809523,-0.06988671498420918,-0.39531475021725604
23372,2024-05-09,Clay,Zizou Bergs,Rafael Nadal,0,-439.73,-170.5,-48.19,4.46,0,-41.67,11.46,-5,6,4,5.75,0.83,-5.96,0.94,-1.09,-20.63,3.73,-0.73,0.2680965147453083,-1.36986301369863,0.15433203,0.84566796,-1.36986301369863,0.2680965147453083,1.5241950405378863,0.5775714435142743
23369,2024-05-09,Clay,Thiago Seyboth Wild,Gregoire Barrere,1,-110.22,-100.26,14.96,-1.4,0,-16.18,0.88,1,-8,4,12.5,3.51,1.62,20.0,18.1,1.96,2.2,0.8,0.45454545454545453,1.25,0.9988366,0.0011634231,0.45454545454545453,1.25,0.5442911223931746,-1.2488365769386292
23376,2024-05-09,Clay,Miomir Kecmanovic,Brandon Nakashima,1,33.96,-79.41,12.35,-0.3,1,-14.29,-11.96,2,-3,4,1.64,3.28,-8.2,4.29,15.93,33.33,1.65,1.35,0.6060606060606061,0.7407407407407407,0.9877159,0.0122841,0.6060606060606061,0.7407407407407407,0.38165529388369934,-0.7284566406850461
23379,2024-05-09,Clay,Christopher Oconnell,Roberto Carballes Baena,0,-89.21,100.98,-11.8,1.43,0,-6.79,13.79,-3,2,4,2.17,1.89,-14.99,7.77,-23.16,-45.71,2.215,0.785,0.4514672686230249,1.2738853503184713,0.009264109,0.9907359,1.2738853503184713,0.4514672686230249,-1.2646212415935791,0.5392686198581153
23382,2024-05-09,Clay,Botic Van De Zandschulp,Nicolas Moreno De Alboran,1,-29.02,-6.31,6.71,-1.17,0,-11.54,-18.62,4,-21,4,-1.1,1.45,7.23,0.84,-2.22,16.07,2.085,0.915,0.47961630695443647,1.0928961748633879,0.738164,0.261836,0.47961630695443647,1.0928961748633879,0.25854770070929034,-0.8310601825271147
23378,2024-05-09,Clay,Jack Draper,Borna Coric,1,-6.75,87.59,-0.61,-0.55,0,16.67,-3.12,2,0,4,13.55,2.04,17.83,24.66,9.72,-76.92,1.775,1.225,0.5633802816901409,0.8163265306122448,0.9964072,0.0035927892,0.5633802816901409,0.8163265306122448,0.4330269291367329,-0.8127337414391186
23386,2024-05-09,Clay,Lorenzo Sonego,Dusan Lajovic,0,127.79,-88.22,7.23,-0.23,2,-23.11,8.12,-1,-2,4,4.45,3.26,-14.36,2.53,-14.05,-17.5,1.615,1.385,0.6191950464396285,0.7220216606498195,0.020683775,0.97931623,0.7220216606498195,0.6191950464396285,-0.7013378859252168,0.3601211881489945
23380,2024-05-09,Clay,Emil Ruusuvuori,Marcos Giron,0,17.52,2.94,-1.1,-0.46,-2,-5.56,-5.24,-1,0,4,0.18,3.49,5.89,-8.45,2.23,10.0,1.73,1.27,0.5780346820809249,0.7874015748031495,0.29464474,0.7053553,0.7874015748031495,0.5780346820809249,-0.4927568315990327,0.12732060451728067
23375,2024-05-09,Clay,Roman Safiullin,Corentin Moutet,0,-37.88,104.52,0.0,0.3,1,-18.18,10.15,-1,0,4,0.78,-0.45,6.22,-13.22,5.48,-6.94,1.65,1.35,0.6060606060606061,0.7407407407407407,0.05913215,0.94086784,0.7407407407407407,0.6060606060606061,-0.6816085894350652,0.3348072351831378
23373,2024-05-09,Clay,J J Wolf,Stefano Napolitano,0,406.5,496.5,0.0,1.28,0,33.33,-3.06,0,-182,4,-10.57,4.81,-10.99,4.34,-18.33,-30.0,2.14,0.86,0.4672897196261682,1.1627906976744187,0.02557399,0.97442603,1.1627906976744187,0.4672897196261682,-1.137216708297993,0.5071363114865026
23381,2024-05-09,Clay,Pedro Cachin,Jan Lennard Struff,0,-291.77,-381.96,2.54,2.99,-1,-41.11,-6.78,-5,1,4,-0.72,1.14,18.88,-15.63,-7.06,50.0,2.995,0.004999999999999893,0.333889816360601,200.00000000000426,0.06995764,0.9300424,200.00000000000426,0.333889816360601,-199.9300423637075,0.5961525696943917
23385,2024-05-09,Clay,Aslan Karatsev,Mackenzie Mcdonald,1,-134.36,88.91,0.0,-2.4,-1,0.0,0.61,1,-99,4,2.02,0.43,-6.24,-4.02,16.78,23.81,2.7,0.30000000000000004,0.37037037037037035,3.333333333333333,0.81519395,0.18480605,0.37037037037037035,3.333333333333333,0.444823580759543,-3.1485272844632464
23370,2024-05-09,Clay,Hamad Medjedovic,Alexei Popyrin,1,12.94,-74.93,18.03,-0.18,0,-8.33,-3.74,-2,-3,4,0.78,0.17,-2.0,25.96,13.04,100.0,1.59,1.41,0.6289308176100629,0.7092198581560284,0.9993961,0.00060391426,0.6289308176100629,0.7092198581560284,0.3704652681290729,-0.7086159438951641
23377,2024-05-09,Clay,Matteo Arnaldi,Harold Mayot,1,210.47,212.72,16.62,-3.72,0,22.23,2.58,4,-11,4,3.17,3.36,-13.02,2.38,-0.67,12.86,3.3600000000000003,-0.3600000000000001,0.2976190476190476,-2.7777777777777772,0.45613235,0.54386765,0.2976190476190476,-2.7777777777777772,0.15851330473309472,3.321645425425635
23374,2024-05-09,Clay,Matteo Gigante,Giulio Zeppieri,1,174.12,158.09,0.0,0.75,0,0.0,-23.93,0,-42,4,2.98,5.13,11.41,12.86,5.84,14.44,1.875,1.125,0.5333333333333333,0.8888888888888888,0.99171805,0.008281946,0.5333333333333333,0.8888888888888888,0.4583847204844157,-0.8806069427066379
23367,2024-05-09,Clay,Andrea Vavassori,Dominik Koepfer,0,20.59,127.34,-9.72,0.55,0,14.29,5.92,-1,8,4,-3.38,-3.28,4.28,-19.5,-5.38,-12.5,1.775,1.225,0.5633802816901409,0.8163265306122448,0.003227101,0.9967729,0.8163265306122448,0.5633802816901409,-0.8130994296718236,0.43339260363242993
23387,2024-05-09,Clay,Luca Nardi,Daniel Altmaier,1,143.76,78.75,-16.71,0.53,0,1.54,1.46,-4,13,4,-2.13,-0.25,-13.67,15.48,10.82,66.67,1.7650000000000001,1.2349999999999999,0.56657223796034,0.8097165991902835,0.99760324,0.0023967624,0.56657223796034,0.8097165991902835,0.4310309996685968,-0.8073198368192203
23398,2024-05-10,Clay,Alexander Shevchenko,Karen Khachanov,0,-134.89,-40.42,-7.48,2.09,1,-23.81,-6.61,-2,-8,4,-4.28,0.04,-0.68,-14.34,0.0,-66.67,2.545,0.45500000000000007,0.39292730844793716,2.1978021978021975,0.01161676,0.98838323,2.1978021978021975,0.39292730844793716,-2.1861854378686663,0.5954559250992735
23395,2024-05-10,Clay,Flavio Cobolli,Sebastian Korda,0,-57.07,-80.49,22.99,0.77,0,3.85,-6.34,1,-9,4,1.87,3.33,4.66,-4.15,-6.1,17.78,1.885,1.115,0.5305039787798409,0.8968609865470852,0.25321338,0.7467866,0.8968609865470852,0.5305039787798409,-0.6436476107402768,0.21628261561102824
